sentence,tags
"Rata-rata alokasi dana untuk semua negara anggota secara umum adalah 0,66 persen yang jauh dari rata-rata dunia yang sebesar 36,2 persen , kata pejabat OKI itu .",JJ NN NN IN CD NN NN IN JJ VB CD CD SC JJ IN JJ NN SC JJ CD CD Z VB NN NNP PR Z
"Namun penduduk setempat mengajukan keberatan di waktu lalu berkaitan dengan keamanan , kegaduhan dan hal-hal yang dikaitkan dengan polusi pangkalan .",CC NN NN VB NN IN NN CC VB SC NN Z NN CC NN SC VB SC NN NN Z
"Ia menyatakan , serangan itu tampaknya dilakukan oleh penjahat , bukan bermotif politik .",PRP VB Z NN PR RB VB IN NN Z NEG VB NN Z
"Presiden juga mengemukakan , untuk target penerimaan negara bukan pajak PNBP dalam RAPBN tahun 2009 direncanakan mencapai Rp 295,3 triliun , berarti naik Rp 12,5 triliun dari APBN - P 2008 .",NN RB VB Z IN NN NN NN NEG NN NN IN NN NN CD VB VB SYM CD CD Z VB VB SYM CD CD IN NN Z NN CD Z
"Ronald Reagen pernah menyebut inflasi dengan sebutan kejam , perampok , menakutkan , perampok bersenjata , mematikan , dan pembunuh-bayaran .",NNP NNP MD VB NN SC NN JJ Z NN Z VB Z NN VB Z VB Z CC NN Z
"Menurut Sekretaris Perusahaan PTBA Eko Budhiwijayanton , di Jakarta , Jumat , perseroan menjadi pemegang-saham mayoritas 99 persen sedangkan sisa -nya 1 persen dikuasai oleh DPBA dari total modal disetor dan ditempatkan Rp 45 miliar , di-mana masing-masing pihak menggunakan dana milik sendiri .",IN NNP NNP NNP NNP NNP Z IN NNP Z NNP Z NN VB NN NN CD CD CC NN PRP CD CD VB IN NNP IN NN NN VB CC VB SYM CD CD Z SC CD NN VB NN NN PRP Z
"Sejumlah pejabat kepolisian mengatakan , pria yang berusia pertengahan 40-an itu kini diinterogasi , namun masih belum jelas apakah ia ingin melukai Sonia .",CD NN NN VB Z NN SC VB NN CD PR NN VB Z CC MD NEG JJ WH PRP RB VB NNP Z
"Peluang BI Rate untuk turun sebenarnya cukup besar , apalagi rendah -nya inflasi Maret 2007 yang hanya 0,24 persen sangat mendukung penurunan itu , kata Direktur Retail Banking PT Bank Mega Tbk , Kostaman Thayib di Jakarta , Senin .",NN NNP FW SC VB RB RB JJ Z CC JJ PRP NN NNP CD SC RB CD CD RB VB NN PR Z VB NNP NNP NNP NNP NNP NNP NNP Z NNP NNP IN NNP Z NNP Z
"Selain itu , stabilitas ekonomi juga terjadi yang ditunjukkan oleh rendah -nya laju-inflasi yang selama bulan Januari - Juli 2007 mencapai 2,81 persen lebih rendah dari periode yang sama tahun sebelum -nya sebesar 3,33 persen .",IN PR Z NN NN RB VB SC VB IN JJ PRP NN SC IN NN NNP Z NNP CD VB CD CD RB JJ IN NN SC JJ NN SC PRP JJ CD CD Z
Banyak pengulas menyatakan tentara AU menjadi sasaran karena mereka dipandang mendukung pemerintah yang memiliki banyak musuh di Mogadishu .,CD NN VB NN NNP VB NN SC PRP VB VB NN SC VB CD NN IN NNP Z
"Perdana Menteri Pakistan Shaukat Aziz juga memperingatkan negara-Barat agar tidak menyerang Iran , sementara mantan presiden Iran Mohammad Khatami mendesak semua pihak agar meredakan ketegangan mengenai program nuklir Iran .",NNP NNP NNP NNP NNP RB VB NN SC NEG VB NNP Z SC NNP NNP NNP NNP NNP VB CD NN SC VB NN IN NN NN NNP Z
"Hal ini karena menurut dia , PT Indocement melebarkan pangsa-pasar -nya ke luar pulau Jawa .",NN PR SC IN PRP Z NNP NNP VB NN PRP IN NN NNP NNP Z
"Penerapan secara konsisten kelima prinsip ideal itu tidak hanya penting untuk perusahaan dan stakeholder -nya , namun lebih-jauh lagi diperlukan untuk membangun image atau persepsi positif bangsa ini di mata pelaku-bisnis global dan di mata negara-negara lain di dunia , kata Menkeu .",NN IN JJ CD NN JJ PR NEG RB JJ IN NN CC FW PRP Z CC JJ RB VB SC VB FW CC NN JJ NN PR IN NN NN JJ CC IN NN NN JJ IN NN Z VB NN Z
"Akibat memburuk -nya kesehatan -nya , Strel sebelumnya berenang selama enam jam dan kemudian beristirahat selama enam jam pada tahap akhir upaya -nya mencatat rekor-dunia di sungai paling luas dan terpanjang kedua di dunia .",NN VB PRP NN PRP Z NNP SC VB IN CD NN CC CC VB IN CD NN IN NN NN NN PRP VB NN IN NN RB JJ CC JJ OD IN NN Z
Penangkapan itu dilakukan dalam kaitan dengan pengeboman-pengeboman kereta-api di Madrid pada 2004 dan penangkapan sejumlah muslim yang dituduh mengirim aktivis ke Irak .,NN PR VB IN NN SC NN NN IN NNP IN CD CC NN CD NN SC VB VB NN IN NNP Z
"Rapat Dewan Gubernur RDG Bank Indonesia BI , Selasa , memutuskan untuk menurunkan suku bunga acuan BI BI rate sebesar 25 basis poin bps menjadi 9,25 persen dari sebelum -nya 9,50 persen .",NN NN NN NN NNP NNP NNP Z NNP Z VB SC VB NN NN NN NNP NNP FW JJ CD NND NND NND VB CD CD IN SC PRP CD CD Z
"Dari sisi transaksi juga menunjukkan peningkatan pada saat ini rata-rata di atas Rp 3 triliun per hari dibanding pada akhir 2006 yang rata-rata senilai Rp 1,48 triliun per hari .",IN NN NN RB VB NN IN NN PR JJ IN NN SYM CD CD IN NN VB IN NN CD SC JJ NN SYM CD CD IN NN Z
"Depkeu ini bagaimana , konyol kita ini punya administrasi yang tidak mengetahui bagaimana kekuatan -nya , kata -nya .",NNP PR WH Z JJ PRP PR VB NN SC NEG VB WH NN PRP Z VB PRP Z
"Menurut Kostaman Thayib , rupiah seharusnya menguat yang didukung oleh membaiknya pasar-modal Indonesia , di-mana indeks Bursa Efek Jakarta BEJ terus menguat hingga mencapai 2.355 pada pagi ini .",IN NNP NNP Z NN RB VB SC VB IN NN NN NNP Z SC NN NNP NNP NNP NNP RB VB SC VB CD IN NN PR Z
"Sementara itu , ia mengatakan pihak -nya optimis pertumbuhan penjualan semen selama 2007 ini mencapai lima persen .",SC PR Z PRP VB NN PRP NN NN NN NN IN CD PR VB CD CD Z
"Kalau sudah bisa empat sampai lima persen itu ' good for economy ' , tambah -nya .",SC MD MD CD SC CD CD PR Z FW FW FW Z Z VB PRP Z
"Stabil -nya suku bunga AS pada angka-dua persen memicu pelaku-pasar membeli dolar AS sehingga menekan mata-uang lokal itu melemah , kata -nya .",JJ PRP NN NN NNP IN NN CD VB NN VB NN NNP SC VB NN JJ PR VB Z VB PRP Z
"Karena Suriah benar-benar takut , karena mereka adalah tersangka pertama dalam kejahatan itu , kata Gemayel , merujuk kepada pembunuhan Hariri maupun anak lelaki Gemayel , Pierre Gemayel , menteri industri yang dibunuh di Beirut pada 21 November lalu .",SC NNP RB JJ Z SC PRP VB NN OD IN NN PR Z VB NNP Z VB IN NN NNP CC NN NN NNP Z NNP NNP Z NN NN SC VB IN NNP IN CD NNP CC Z
"Mahkamah Agung telah memeriksa pembelaan dari terdakwa , kata Pavel Odintsov .",NNP NNP MD VB NN IN NN Z VB NNP NNP Z
"Negara kecil Afrika tengah itu telah mengirim sekitar 50 aparat kepolisian dan militer ke kawasan Darfur Sudan yang dilanda kerusuhan , dan seorang juru-bicara kepolisian mengatakan pekan ini bahwa 20 polisi siap pergi ke Pantai Gading sebagai bagian dari misi PBB di-sana .",NN JJ NNP NNP PR MD VB IN CD NN NN CC NN IN NN NNP NNP SC VB NN Z CC NND NN NN VB NN PR SC CD NN VB VB IN NNP NNP IN NN IN NN NNP PR Z
"Dengan adanya ' Asian Banker Summit 2007 ' ini diharapkan para bankir di kawasan Asia dapat lebih siap memasuki pasar keuangan mikro karena harus memperhitungkan pengeluaran dan keuntungan agar mendapatkan profitabilitas yang memadai , ujar -nya .",IN NN Z NNP NNP NNP CD Z PR VB DT NN IN NN NNP MD RB VB VB NN NN JJ SC MD VB NN CC NN SC VB NN SC VB Z VB PRP Z
Target inflasi BI tahun 2007 sebesar 6 persen plus minus satu persen .,NN NN NNP NN CD JJ CD CD JJ JJ CD CD Z
"Sebanyak 2.600 orang bermalam di tenda setelah 58 rumah hancur dan 455 rumah -- banyak berupa bangunan kayu dengan atap genteng berat -- rusak parah akibat gempa hari Ahad , kata beberapa pejabat dan media .",CD CD NN VB IN NN SC CD NN JJ CC CD NN Z CD VB NN NN IN NN NN JJ Z JJ JJ NN NN NN NNP Z VB CD NN CC NN Z
Menteri itu selamat tanpa cedera dalam usaha pembunuhan tersebut .,NN PR JJ IN JJ IN NN NN PR Z
"Sebelas orang tewas akibat bentrok di ibu-kota Guinea hari Senin antara polisi dan pengunjuk-rasa mendukung pemogokan umum untuk menggulingkan Presiden Lansana Conte , kata dokter rumah-sakit .",CD NN VB NN VB IN NN NNP NN NNP IN NN CC NN VB NN JJ SC VB NNP NNP NNP Z VB NN NN Z
"Seorang pemberontak Tamil yang mengendarai traktor bermuatan bahan-peledak meledakkan diri -nya di pos jaga markas angkatan-darat , sehingga menewaskan empat warga sipil dan seorang tentara dekat kamp militer di Sri Lanka bagian timur , kata sumber militer , Selasa .",NND NN NNP SC VB NN VB NN VB NN PRP IN NN VB NN NN Z SC VB CD NN JJ CC NND NN JJ NN NN IN NNP NNP NN NN Z VB NN NN Z NNP Z
"Utusan tingkat tinggi dari lebih 40 negara dan organisasi direncanakan menghadiri pertemuan satu - hari itu , yang meliputi Menteri Luar Negeri AS Condoleezza Rice dan Sekretaris Jenderal baru PBB Ban Ki - moon .",NN NN JJ IN RB CD NN CC NN VB VB NN CD Z NN PR Z SC VB NNP NNP NNP NNP NNP NNP CC NNP NNP JJ NNP NNP NNP NNP NNP Z
"Kedua negara tampaknya akan menandatangani beberapa perjanjian , termasuk kemudahan visa untuk memfasilitasi kontak masyarakat ke masyarakat .",CD NN RB MD VB CD NN Z VB NN NN SC VB NN NN IN NN Z
"Penting bagi kita untuk lebih mandiri membangun kemandirian dalam perencanaan dan pelaksanaan pembangunan , kata -nya .",JJ IN PRP SC RB JJ VB NN IN NN CC NN NN Z VB PRP Z
"Tentara Israel datang ke Jenin dengan maksud menangkap beberapa pejuang dan hanya melepaskan tembakan setelah beberapa pria bersenjata yang melihat satuan prajurit yang menyamar tersebut dan menembaki -nya , kata sumber itu .",NN NNP VB IN NNP SC NN VB CD NN CC RB VB NN SC CD NN VB SC VB NN NN SC VB PR CC VB PRP Z VB NN PR Z
"Ketika ditanya apakah rencana penerbitan SBI 6 bulan dan 9 bulan tidak akan mempengaruhi rencana penerbitan surat perbendaharaan-negara SPN , Menkeu mengatakan , hal itu tidak masalah karena negara-negara maju memiliki banyak ragam instrumen dengan jatuh-tempo yang berbeda-beda .",SC VB SC NN NN NNP CD NN CC CD NN NEG MD VB NN NN NN NN NN Z NN VB Z NN PR NEG NN SC NN JJ VB CD NND NN IN NN SC VB Z
"Namun demikian meski memiliki cadangan devisa senilai Rp 50,9 triliun per 7 Juni 2007 , BI , menurut dia tetap memperhatikan pergerakan penguatan rupiah tersebut .",CC PR SC VB NN NN NN SYM CD CD IN CD NNP CD Z NNP Z IN PRP RB VB NN NN NN PR Z
"Kami mengatakan kami siap mengambil-langkah nyata dengan pemerintah Irak dan langkah ini harus dilakukan sekarang , kata -nya .",PRP VB PRP VB VB JJ IN NNP NNP CC NN PR MD VB NN Z VB PRP Z
"Padahal , berdasarkan roadmap implementasi Inpres Nomor 5 Tahun 2005 , semua angkutan laut dalam-negeri oleh armada asing harus sudah diganti dengan kapal berbendera Indonesia .",CC Z VB FW NN NNP NNP CD NN CD Z CD NN NN JJ IN NN JJ MD MD VB IN NN VB NNP Z
"Pemerintah berpendapat proyeksi pertumbuhan-ekonomi tahun 2008 tetap dapat dipertahankan pada tingkat 6,8 persen dan disadari bahwa untuk mencapai target itu diperlukan kerja keras serta kerja-sama semua pihak .",NN VB NN NN NN CD RB MD VB IN NN CD CD CC VB SC SC VB NN PR VB NN JJ CC NN CD NN Z
"Usaha-usaha penyelamatan dan pengambilan , yang semakin sulit karena gas-gas mematikan yang masih ada di lubang-lubang tambang , dimulai lagi pada Minggu pagi setelah dihentikan pada malam sebelumnya .",NN NN CC NN Z SC RB JJ SC NN VB SC MD VB IN NN NN Z VB RB IN NNP NN SC VB IN NN SC Z
Pelanggaran hak anak Palestina di wilayah pendudukan Palestina telah melampaui pelanggaran hak untuk hidup dan kebebasan .,NN NN NN NNP IN NN NN NNP MD VB NN NN IN NN CC NN Z
Pencabutan izin-usaha atas dua perusahaan lain -nya dilakukan berdasarkan pengajuan permohonan pengembalian izin-usaha setelah tidak berusaha lagi .,NN NN IN CD NN JJ PRP VB VB NN NN NN NN SC NEG VB RB Z
"Sementara untuk rig 8 telah memenangkan kontrak senilai 2,5 juta dolar AS dari Lundin Blora BV yang akan dilakukan di Blora , Jawa Timur dan rig 2 juga mendapatkan kontrak 3,5 juta dolar dari JOB Pertamina - Medco Tomori untuk pekerjaan di Blok Tomori , Sulawesi .",SC SC FW CD MD VB NN NN CD CD NN NNP IN NNP NNP NNP SC MD VB IN NNP Z NNP NNP CC FW CD RB VB NN CD CD NN IN NNP NNP Z NNP NNP SC NN IN NN NNP Z NNP Z
"' Kami memperkirakan rupiah akan bisa menembus angka Rp 9.200 per dolar AS pada sore nanti , kata -nya .",Z PRP VB NN MD MD VB NN SYM CD IN NN NNP IN NN NN Z VB PRP Z
"PT Timah Tbk mematok produksi tahun 2008 sebanyak 60 ribu ton , meningkat dibanding produksi akhir 2007 yang diperkirakan 57 ribu sampai 59 ribu ton .",NNP NNP NNP VB NN NN CD CD CD CD NND Z VB VB NN NN CD SC VB CD CD SC CD CD NND Z
"Giro mencatat pertumbuhan yang cukup tinggi dari Rp 5,5 triliun menjadi Rp 8,3 triliun atau meningkat 52 persen , sedangkan tabungan tumbuh 16 persen dari Rp 5,2 triliun menjadi Rp 6,0 triliun .",NN VB NN SC RB JJ IN SYM CD CD VB SYM CD CD CC VB CD CD Z CC NN VB CD CD IN SYM CD CD VB SYM CD CD Z
"Di tengah agresi oleh tentara Israel dan penarikan dukungan oleh masyarakat internasional , ada bahaya lain yang tak kalah penting .",IN NN NN IN NN NNP CC NN NN IN NN JJ Z VB NN JJ SC NEG VB JJ Z
"Memang saat ini harga Antam sedang murah , tapi untuk buy back kami harus melakukan kajian dahulu dan persetujuan pemegang-saham , kata Alwin .",RB NN PR NN NNP MD JJ Z CC SC FW FW PRP MD VB NN NN CC NN NN Z VB NNP Z
"Rumah-Sakit Ibn Nafees menerima 14 mayat dan 20 orang yang cedera kritis , yang mencakup pria , wanita dan anak-anak , kata seorang petugas medis di tempat itu .",NNP NNP NNP VB CD NN CC CD NN SC JJ JJ Z SC VB NN Z NN CC NN Z VB NND NN JJ IN NN PR Z
"Rusia dan Jepang berupaya memperkokoh kerja-sama di bidang industri energi , kata kementerian luar-negeri Rusia Rabu , menyusul putaran pertama dari perundingan-perundingan dalam rangkaian ' dialog strategis . '",NNP CC NNP VB VB NN IN NN NN NN Z VB NNP NNP NNP NNP Z VB NN OD IN NN IN NN Z NN JJ Z Z
"Kalau jamuan makan-malam ini bisa dikatakan berhasil , keberhasilan itu adalah mendorong perdebatan mengenai apa arti beramal bagi yang membutuhkan .",SC NN NN PR MD VB VB Z NN PR VB VB NN IN SC NN VB IN SC VB Z
"Demikian pula laba usaha perseroan , dalam waktu yang sama terangkat dari semula Rp 3,67 miliar menjadi Rp 19,65 miliar , sehingga laba-bersih per saham EPS - nya meningkat dari Rp 0,39 menjadi Rp 2,48 meski perseroan menanggung beban lain-lain bersih yang meningkat dari Rp 2,25 miliar menjadi Rp 4,99 miliar .",PR RB NN NN NN Z IN NN SC JJ VB IN NN SYM CD CD VB SYM CD CD Z SC NN IN NN FW Z PRP VB IN SYM CD VB SYM CD SC NN VB NN JJ JJ SC VB IN SYM CD CD VB SYM CD CD Z
"Penyebab -nya adalah pertama , porsi pinjaman yang belum dapat dicairkan karena tahapan proyek ini ' multiyears disbursement ' .",NN PRP VB OD Z NN NN SC NEG MD VB SC NN NN PR Z FW FW Z Z
"Apalagi kekuatan permintaan saat ini masih berlanjut , kata -nya .",CC NN NN NN PR MD VB Z VB PRP Z
"Senator AS Hillary Clinton , Sabtu , di sela kunjungan -nya ke Irak mengatakan sangsi pemerintah -nya atau pemerintah Irak dapat meredakan negara itu .",NNP NNP NNP NNP Z NNP Z IN NN NN PRP IN NNP VB JJ NN PRP CC NN NNP MD VB NN PR Z
"Dalam video yang durasi -nya lebih dari tiga menit itu , terlihat dua helikopter terbang rendah di atas kawasan pepohonan sedangkan para militan memegang peledak , kemudian salah-satu heli itu tertembak .",IN NN SC NN PRP RB IN CD NN PR Z VB CD NN VB JJ IN NN NN NN CC DT JJ VB NN Z CC CD X PR VB Z
Dewan Keamanan PBB tahun lalu menyetujui sebuah resolusi yang mengenakan sanksi-sanksi terbatas terhadap Iran karena penolakan -nya untuk menghentikan pengayaan uranium -- satu proses yang dapat membuat bahan nuklir serta bahan untuk senjata atom .,NNP NNP NNP NN CC VB NND NN SC VB NN VB IN NNP IN NN PRP SC VB NN NN Z CD NN SC MD VB NN NN CC NN IN NN NN Z
"Dengan besar -nya pemberian kredit dibanding simpanan di pedesaan , kata Arianto , rasio pinjaman terhadap dana pihak-ketiga LDR di pedesaan lebih dari 100 persen .",IN JJ PRP NN NN VB NN IN NN Z VB NNP Z NN NN IN NN NN FW IN NN RB IN CD CD Z
Tahun lalu masih sekitar Rp 2.9 / kg .,NN CC MD IN SYM CD Z NND Z
"Presiden AS George W Bush , Kamis , mendesak timpalan -nya asal China Hu Jintao untuk tetap mematuhi sanksi yang telah dijatuhkan PBB pada Korea Utara .",NNP NNP NNP NNP NNP Z NNP Z VB NN PRP NN NNP NNP NNP SC RB VB NN SC MD VB NNP IN NNP NNP Z
"Pemerintah di Teheran , yang dituduh Washington memasok senjata dan memberikan pelatihan kepada kelompok-kelompok bersenjata Syiah seperti Tentara Mahdi , membantah bahwa Sadr berada di Iran .",NN IN NNP Z SC VB NNP VB NN CC VB NN IN NN VB NNP IN NNP NNP Z VB SC NNP VB IN NNP Z
"Pinjaman proyek itu , berasal dari penyerapan pinjaman proyek ' multi years ' yang akan dilakukan pada 2008 .",NN NN PR Z VB IN NN NN NN Z FW FW Z SC MD VB IN CD Z
"Laporan juga mengatakan , bahwa penggelaran rudal China yang ditujukan ke Taiwan masih meningkat , dan tidak menunjukkan tanda-tanda segera berakhir .",NN RB VB Z SC NN NN NNP SC VB IN NNP MD VB Z CC NEG VB NN RB VB Z
"Gubernur BI ini juga mengungkapkan bahwa banyak para pelaku-pasar melihat dolar AS merupakan mata-uang yang tepat untuk menaruh dana -nya dalam kondisi saat ini , sehingga dolar mengalami penguatan .",NNP NNP PR RB VB SC CD DT NN VB NN NNP VB NN SC JJ SC VB NN PRP IN NN NN PR Z SC NN VB NN Z
Suriah dipersalahkan atas kematian Hariri .,NNP VB IN NN NNP Z
"Kami memperkirakan BI akan masuk pasar dan melakukan intervensi dengan melepas cadangan dolar -nya untuk menahan rupiah terpuruk lebih-jauh , kata -nya .",PRP VB NNP MD VB NN CC VB NN SC VB NN NN PRP SC VB NN VB JJ Z VB PRP Z
"Kalau ada 1000 desa , maka dampak dana Rp 1,5 triliun bagi perekonomian di desa-desa dan secara nasional pasti akan dirasakan .",SC VB CD NN Z SC NN NN SYM CD CD IN NN IN NN CC IN JJ RB MD VB Z
"Perubahan akan memberi dorongan bagi kegiatan ( politik ) partai akan mengakhiri perdagangan dalam agama dan kegiatan tak politik tidak sah , dan melindungi negara dari bahaya terorisme , kata -nya dalam pesan melalui televisi .",NN MD VB NN IN NN Z NN Z NN MD VB NN IN NN CC NN NEG NN NEG JJ Z CC VB NN IN NN NN Z VB PRP IN NN VB NN Z
"Menurut Presiden , meskipun perjalanan bangsa ini tidak selalu mulus dan mudah , dengan medan yang dihadapi kadang-kadang curam dan terjal , namun harus ada keyakinan bahwa arah yang ditetapkan sudah benar .",IN NN Z SC NN NN PR NEG RB JJ CC JJ Z SC NN SC VB RB JJ CC JJ Z CC MD VB NN SC NN SC VB MD JJ Z
"Pemerintah pusat mengalokasikan dana dekonsentrasi sekitar Rp 18,3 triliun selama 2007 untuk sektor transportasi yang penggunaan -nya tersebar di seluruh daerah di tanah-air .",NN NN VB NN NN IN SYM CD CD IN CD SC NN NN SC NN PRP VB IN CD NN IN NN Z
Direktur Utama Bank BRI Sofyan Basir menyatakan pihak -nya siap untuk menjadi bank jangkar melihat indikator yang dimiliki saat ini .,NNP NNP NNP NNP NNP NNP VB NN PRP VB SC VB NN NN VB NN SC VB NN PR Z
"Sementara itu , kredit UKM dan Syariah menurut dia saat ini mencapai 44 persen dari total kredit yang disalurkan . Sedangkan untuk kredit konsumer ia mengatakan telah mencapai sekitar Rp 9 - 10 triliun dari total kredit outstanding sebesar Rp 170 triliun .",SC PR Z NN NN CC X IN PRP NN PR VB CD CD IN NN NN SC VB Z CC SC NN NN PRP VB MD VB IN SYM CD Z CD CD IN NN NN FW JJ SYM CD CD Z
"Harga minyak dunia mencapai rekor tinggi pekan lalu , ketika harga patokan kontrak berjangka New York Mercantile Exchange mencapai 78,77 dolar AS per barel .",NN NN NN VB NN JJ NN CC Z SC NN NN NN VB NNP NNP NNP NNP VB CD NN NNP IN NND Z
"Pada Rabu , Presiden Amerika Serikat George W Bush mengungkapkan rencana menambah jumlah tentara -nya di Irak serta menyebarkan peluru-kendali penangkal Patriot dan kapal-induk di kawasan tersebut .",IN NNP Z NNP NNP NNP NNP NNP NNP VB NN VB NN NN PRP IN NNP CC VB NN NN NNP CC NN IN NN PR Z
"Pertemuan-pertemuan dimulai sejak awal 2006 , dan mungkin yang pertama kali -nya diupayakan dalam menjalin kontak antara pejabat-pejabat senior AS di Baghdad dengan pemberontak Arab Sunni , kata laporan tersebut .",NN VB IN NN CD Z CC MD SC OD NND PRP VB IN VB NN IN NN JJ NNP IN NNP IN NN NNP NNP Z VB NN PR Z
"Bahwa dalam RUU LKM perlu dicantumkan ketentuan mengenai perlindungan terhadap nasabah , baik simpanan maupun pinjaman yang tidak harus berarti penjaminan .",SC IN NN NN MD VB NN IN NN IN NN Z CC NN CC NN SC NEG MD VB NN Z
"Alishtari ( 53 ) seorang warga-negara kelahiran AS , ditangkap Kamis di Manhattan dan ditahan setelah pemeriksaan di pengadilan federal Manhattan pada Jumat , menurut pihak berwenang .",NNP Z CD Z NND NN NN NNP Z VB NNP IN NNP CC VB SC NN IN NN JJ NNP IN NNP Z IN NN VB Z
"Indikator di sektor riil yang dipantau melalui pembayaran Pajak Pertambahan Nilai PPN , Pajak Penghasilan PPh , dan arus perdagangan , lanjut Menkeu , menunjukkan trend membaik terutama pada bulan ketiga Maret .",NN IN NN JJ SC VB IN NN NNP NN NNP NN Z NNP NNP NN Z CC NN NN Z VB NNP Z VB FW VB JJ IN NN OD NNP Z
"Demi untuk meraih kesuksesan di masa mendatang dalam usaha ini , maka diusulkan suatu kesepakatan agar salah-satu pihak dapat menjadi pemilik saham mayoritas .",SC SC VB NN IN NN VB IN NN PR Z SC VB CD NN SC CD NN MD VB NN NN NN Z
"Menurut rencana itu , pada akhir musim-panas ini jumlah pasukan Inggris akan dikurangi menjadi 5.000 orang .",IN NN PR Z IN NN NN PR NN NN NNP MD VB VB CD NN Z
"Kemiskinan menjadi alasan yang sempurna rendah -nya Human Development Index HDI , Indeks Pembangunan Manusia Indonesia .",NN VB NN SC JJ JJ PRP FW FW FW FW Z NN NN NN NNP Z
"Tapi , hanya 30 persen dari 30 juta penduduk Afgan bisa membaca dan menulis .",CC Z RB CD CD IN CD CD NN NNP MD VB CC VB Z
Kemajuan dalam proses restrukturisasi dan kondisi makro ekonomi yang lebih baik di 2007 mendukung perbaikan kualitas kredit BNI .,NN IN NN NN CC NN JJ NN SC RB JJ IN CD VB NN NN NN NNP Z
"Pemeringkat Efek Indonesia Pefindo menegaskan peringkat idBBB untuk PT Bank Lampung BPLP dan outstanding Obligasi I / 2005 sebesar Rp 104 miliar , kata analis Pefindo Yans Simbolon dan Hendro Utomo , dalam sebuah pernyataan -nya di Jakarta , Selasa .",NNP NNP NNP NNP VB NN SYM IN NNP NNP NNP NNP CC FW NNP OD Z CD JJ SYM CD CD Z VB NNP NNP NNP NNP CC NNP NNP Z IN NND NN PRP IN NNP Z NNP Z
"Dengan ketentuan baru itu , diharapkan bank akan berani memberikan pinjaman kepada mereka , sehingga akan ada percepatan pemberian kredit , kata Direktur Perencanaan Strategis dan Humas Budi Mulya di Jakarta , Selasa .",IN NN JJ PR Z VB NN MD JJ VB NN IN PRP Z SC MD VB NN NN NN Z VB NNP NNP NNP CC NNP NNP NNP IN NNP Z NNP Z
"Rupiah , lanjut -nya juga didukung oleh Bank Indonesia BI yang menjaga agar mata-uang lokal itu tidak melewati angka batas psikologis Rp 9.1 per dolar AS .",NN Z VB PRP RB VB IN NNP NNP NNP SC VB SC NN JJ PR NEG VB NN NN JJ SYM CD IN NN NNP Z
"Sedangkan untuk kredit usaha menengah ia mengatakan per Juni 2008 mencapai Rp 16,32 triliun per Juni meningkat sebesar Rp 620 miliar atau 3,9 persen dibandingkan dengan April yang mencapai Rp 15,7 triliun .",CC SC NN NN JJ PRP VB IN NNP CD VB SYM CD CD IN NNP VB JJ SYM CD CD CC CD CD VB IN NNP SC VB SYM CD CD Z
"Tidak ada korban dalam serangan Selasa pagi itu , kata -nya .",NEG VB NN IN NN NNP NN PR Z VB PRP Z
"PT Bank Danamon Indonesia Tbk. Bank Danamon telah meresmikan layanan Office Channeling OC di Sulawesi Selatan Sulsel , yang akan memberikan kemudahan bagi nasabah akses kepada produk dan layanan syariah melalui kantor-kantor cabang konvensional .",NNP NNP NNP NNP NNP NNP NNP MD VB NN NNP NNP NNP IN NNP NNP NNP Z SC MD VB NN IN NN NN IN NN CC NN X IN NN NN JJ Z
"Tiga puluh orang cedera , delapan di antara mereka luka-parah , ketika beberapa pria tak dikenal melancarkan serangan saat orang-orang melaksanakan salat-Jumat di masjid di Amran , sekitar 60 kilometer di sebelah utara ibu-kota negeri tersebut , Sana ' a .",CD CD NN JJ Z CD IN NN PRP NN Z SC CD NN NEG VB VB NN NN NN VB NN IN NN IN NNP Z IN CD NND IN NN NN NN NN PR Z NNP NNP NNP Z
"Saya sangat puas , sekarang saya akan menghadapi Majelis Rendah , kata Prodi kepada wartawan .",PRP RB JJ Z NN PRP MD VB NNP JJ Z VB NNP IN NN Z
"Menteri itu menyatakan , ia belum memiliki calon untuk menggantikan ketiga pemimpin kepolisian tersebut .",NN PR VB Z PRP NEG VB NN SC VB CD NN NN PR Z
"Dengan demikian , kata -nya , nominal PDB Indonesia pada triwulan I 2008 tercatat Rp 1.126,8 triliun atau naik dari Rp 1.041,1 triliun pada triwulan IV 2007 .",IN PR Z VB PRP Z JJ NN NNP IN NN OD CD VB SYM CD CD CC VB IN SYM CD CD IN NN OD CD Z
"MNC telah menjual 4,125 miliar saham atau 30 persen dari total saham kepada publik melalui penawaran umum perdana IPO dengan harga Rp 900 per saham dan dicatatkan di BEJ pada 22 Juni 2007 .",NNP MD VB CD CD NN CC CD CD IN NN NN IN NN IN NN JJ OD FW IN NN SYM CD IN NN CC VB IN NNP IN CD NNP CD Z
"Namun , kata -nya , kredit modal-kerja masih memberikan porsi terbesar terhadap total kredit , yakni sebesar 57,56 persen , kredit konsumsi 34,47 persen , dan kredit-investasi sebesar 7,96 persen .",CC Z VB PRP Z NN NN MD VB NN JJ IN NN NN Z SC JJ CD CD Z NN NN CD CD Z CC NN JJ CD CD Z
